"Establecimiento";"Pc1_Actitud";"Pc1_Atencion";"Pc1_Atencion_Esperas";"Pc1_Cliente_Habitual";"Pc1_Actitud_Servicio";"Pd1_Asesoramiento_Oferta";"Pd1_Informacion_Completa";"Pd1_Aspectos_Positivos_Negativos";"Pe1_Experiencia_Empleados";"Pe1_Resolver_Consultas";"Pe1_Conocimiento_Gama";"Pe1_Dominio_Resolver_Consultas";"Pe1_Interes_Problemas";"Pe1_Tiempo_Espera_Atencion";"Pe1_Duracion_Fila_Cajas";"Pe1_Rapidez_Resolver_Consultas";"Pe1_N_Empleados_Cajas";"Pe1_Tiempo_Reclamacion";"Pe1_Solucion_Quejas";"Pe1_Sencillez_Tramites";"Pf1_Competitividad_Oferta_Productos";"Pf1_Amplitud_Oferta_Productos";"Pf1_Beneficios_Compra_Habitual";"Pg1_N_Empleados_Adecuado";"Pg1_Cajas_Cerradas";"Pg1_Decoracion_Establecimiento";"Pg1_Iluminacion_Establecimiento";"Pg1_Climatizacion_Establecimiento";"Pg1_Sensacion_Orden_Limpieza";"Pg1_Amplitud_Establecimiento";"Pg1_Marcado_Areas";"Pg1_Facilidad_Identificar_Cadena";"Ph1_Relacion_Calidad_Precio";"Ph1_Satisfaccion_Global";"C1_Edad";"C2_Sexo";"C3_Estado_Civil";"C4_Compra_Media";"C5_Ingr_Mes"
"1537";2;1;4;3;3;6;8;2;2;5;10;9;10;7;8;2;2;1;8;5;3;4;5;3;2;6;8;5;6;6;9;7;4;2;8;5;1;4;3;6
"1538";3;8;8;7;7;8;8;8;8;8;9;8;7;8;8;8;8;8;10;10;10;8;8;9;8;8;8;8;8;8;8;8;8;8;8;4;2;2;5;6
"1539";2;6;6;5;8;8;8;8;4;6;6;8;6;7;4;2;4;2;4;7;6;8;8;8;2;2;5;7;7;6;6;6;7;7;6;3;2;2;3;6
"1540";1;5;6;7;6;7;8;6;7;6;5;6;5;4;7;8;9;5;6;7;8;9;7;5;6;7;8;9;5;6;7;8;9;5;6;2;1;1;2;6
"1541";3;8;8;8;7;7;7;7;7;8;8;7;8;8;8;8;8;9;NA;NA;NA;8;8;8;8;8;7;8;8;8;8;7;8;7;7;3;1;2;3;6
"1542";1;5;6;5;5;6;5;4;5;4;5;4;5;6;6;5;6;6;4;6;5;5;5;6;5;6;8;5;6;7;6;5;6;5;6;1;1;1;3;6
"1543";3;7;6;6;2;7;4;5;5;7;NA;6;NA;6;7;7;NA;7;NA;NA;NA;8;8;7;7;7;4;3;5;6;6;4;4;8;6;4;2;4;5;6
"1544";3;7;6;7;4;6;7;6;6;7;7;7;7;7;7;7;6;7;6;6;6;7;5;6;6;6;7;7;7;8;6;6;7;7;7;4;1;2;6;6
"1545";2;5;5;6;2;5;2;2;2;3;5;6;6;4;2;2;4;3;4;4;4;6;6;7;5;2;8;8;8;8;7;6;9;6;7;4;2;2;2;6
"1546";2;7;2;6;8;7;8;5;7;7;8;7;7;5;7;6;6;5;5;5;5;3;2;8;7;6;6;8;8;7;5;9;9;9;8;5;1;2;2;6
"1547";3;10;9;9;8;9;6;7;6;6;5;6;5;5;8;8;8;8;4;3;3;6;5;5;8;7;6;7;6;6;7;7;6;5;5;6;2;5;5;6
"1548";1;5;2;4;4;4;4;5;2;6;5;5;6;6;3;4;3;3;3;3;3;5;5;5;3;3;3;4;5;5;6;5;4;4;4;5;2;2;5;6
"1549";2;6;6;7;4;5;4;5;5;6;4;5;5;5;7;4;5;5;NA;NA;NA;6;3;2;5;5;4;4;5;4;6;5;3;5;4;4;2;2;4;6
"1550";2;3;3;2;3;2;2;4;2;3;5;4;4;4;3;1;2;2;NA;1;1;6;4;3;3;3;1;1;2;2;1;2;2;4;4;4;2;2;2;6
"1551";2;2;1;1;1;1;1;1;1;1;3;2;2;2;2;3;3;4;2;3;2;3;4;3;1;1;2;3;2;2;4;3;3;3;2;4;2;5;2;6
"1552";3;6;6;5;3;8;7;8;5;6;6;6;5;5;8;7;7;8;6;6;6;9;9;9;8;8;5;2;5;6;7;4;9;9;1;2;2;4;6;6
"1553";3;6;8;8;7;6;10;9;5;7;8;6;7;7;10;8;8;9;6;9;8;10;10;9;10;9;9;10;9;8;10;10;8;10;10;1;2;1;1;6
"1554";2;5;4;5;6;5;4;5;4;5;6;5;4;4;2;2;3;5;4;4;4;8;5;7;6;7;5;4;4;4;6;6;5;5;6;2;2;3;3;6
"1555";3;9;8;8;1;3;3;3;1;8;9;6;6;6;6;5;8;5;NA;NA;NA;6;7;8;5;4;3;7;7;7;5;3;9;5;6;5;2;2;NA;6
"1556";1;10;8;9;10;10;9;9;9;10;10;10;10;10;8;7;10;9;NA;NA;NA;9;9;6;9;9;10;10;9;9;10;10;6;9;9;5;2;2;3;6
"1557";3;9;9;9;NA;9;6;7;NA;8;9;9;8;9;8;7;8;7;NA;NA;NA;5;5;7;8;7;8;8;9;9;9;7;7;8;9;6;2;5;4;6
"1558";1;7;6;6;5;6;7;5;3;7;6;7;7;6;7;6;7;7;7;7;7;8;8;8;7;8;7;9;5;8;8;6;6;8;8;4;2;2;8;6
"1559";3;8;8;8;8;8;7;7;7;8;7;8;7;7;8;8;7;7;9;8;9;9;8;8;8;8;7;8;8;8;8;8;8;9;9;4;2;5;7;6
"1560";1;10;10;10;7;9;9;8;5;7;9;8;8;10;5;5;7;8;8;10;10;6;8;9;5;5;5;9;9;8;8;10;10;8;8;6;2;2;8;6
"1561";2;8;6;8;5;4;7;9;5;4;6;5;7;6;7;8;7;6;5;7;8;8;7;8;7;6;7;8;6;7;6;5;7;6;8;5;1;2;7;6
"1562";1;5;5;5;6;4;4;4;3;5;4;4;4;4;5;4;4;6;5;4;5;4;5;4;4;4;5;5;5;4;5;4;6;4;3;5;1;2;6;6
"1563";3;4;5;4;7;8;9;9;9;8;7;7;7;8;9;8;9;6;7;8;9;9;9;9;9;6;6;7;8;8;8;8;7;7;8;5;1;4;4;6
"1564";2;7;6;5;6;4;5;8;5;8;6;6;7;8;6;7;6;8;7;6;6;6;6;6;6;7;6;5;6;7;6;5;6;6;5;4;2;2;2;6
"1565";1;7;7;7;5;7;8;7;7;8;8;8;8;8;9;7;8;7;8;8;7;8;9;8;8;7;7;8;8;7;9;9;8;8;8;4;1;2;8;6
"1566";1;5;6;7;5;6;4;5;5;6;7;7;7;6;4;6;5;5;6;6;6;8;5;7;6;6;6;8;7;6;8;8;7;9;8;4;2;4;8;6
"1567";1;6;7;6;3;7;6;7;5;7;7;5;7;7;2;3;3;4;7;8;7;8;5;4;7;6;4;5;7;7;8;7;9;9;8;5;2;3;8;6
"1568";1;9;8;7;9;7;8;7;8;7;8;7;9;6;7;5;7;6;9;6;9;6;7;6;7;9;7;6;9;7;6;7;7;9;6;3;2;4;4;6
"1569";1;9;8;7;9;7;8;7;8;7;8;7;9;6;7;5;7;6;9;6;9;6;7;6;7;9;7;6;9;7;6;7;7;9;6;3;2;4;4;6
"1570";3;8;8;9;7;9;8;8;8;9;9;10;10;10;9;8;9;9;9;8;8;8;8;8;9;9;9;9;9;9;8;8;9;9;9;5;2;2;8;6
"1571";1;8;8;7;7;7;8;8;7;8;8;9;9;8;7;7;8;6;8;8;8;8;9;5;6;8;9;9;9;9;10;7;10;8;8;5;2;2;4;6
"1572";2;8;8;7;7;7;8;8;7;8;8;9;9;8;7;7;9;6;8;8;8;8;9;5;6;8;9;7;9;9;10;7;10;8;8;5;2;2;4;6
"1573";3;8;8;8;7;8;7;8;8;9;8;7;8;7;9;9;9;9;8;7;8;10;9;9;10;8;10;10;8;9;10;9;8;9;8;3;1;4;3;6
"1574";1;9;7;10;6;8;6;6;7;6;6;5;6;8;8;7;7;8;6;7;8;8;8;8;5;6;8;8;8;9;9;9;8;8;9;4;1;2;6;6
"1575";3;8;8;6;10;9;8;8;8;8;10;8;8;10;7;7;7;4;NA;NA;NA;7;8;7;8;5;7;7;7;9;8;9;8;8;8;5;1;2;2;6
"1576";1;6;5;7;6;6;5;7;5;4;4;7;7;6;5;7;8;4;6;NA;3;4;2;3;1;4;5;9;9;9;8;9;9;7;2;6;2;2;1;6
"1577";2;6;5;7;6;6;5;4;4;4;4;4;4;5;4;5;6;4;4;2;3;2;2;3;1;4;5;9;9;9;8;9;9;7;2;6;2;2;1;6
"1578";3;9;8;8;5;7;8;8;7;8;9;9;8;9;8;8;9;7;NA;NA;NA;9;7;9;8;8;7;7;8;8;8;8;9;9;9;4;1;2;8;6
"1579";3;8;9;8;7;8;8;8;8;8;9;8;8;9;8;8;8;7;8;8;8;9;9;9;8;8;8;8;8;8;8;8;8;9;9;5;2;2;5;6
"1580";3;8;7;8;8;7;6;7;6;7;8;7;6;8;6;5;7;6;NA;NA;NA;8;7;5;8;7;7;6;7;8;8;7;9;9;9;2;1;1;4;6
"1581";1;7;8;7;7;7;7;8;7;7;8;8;9;8;5;4;6;8;NA;NA;NA;6;8;5;7;6;8;8;8;8;8;8;8;5;6;5;1;2;8;6
"1582";1;8;7;5;2;7;7;6;5;7;7;7;7;7;6;5;5;4;3;5;8;6;9;8;1;5;8;8;8;8;9;7;10;7;5;5;2;2;4;6
"1583";1;3;4;3;4;5;6;7;7;3;4;5;4;5;5;5;5;5;3;4;3;7;8;9;4;4;6;7;8;8;10;7;7;8;8;4;2;2;7;6
"1584";1;7;4;4;6;5;7;7;4;5;7;7;5;5;1;4;1;1;3;3;6;5;7;4;3;3;5;5;8;8;8;6;9;5;5;5;2;2;8;6
"1585";3;8;8;5;7;8;6;2;1;9;6;7;6;7;6;3;6;9;5;5;5;6;3;5;7;8;7;6;7;7;8;3;6;5;6;4;2;2;8;6
"1586";3;7;7;7;5;6;8;7;8;8;9;9;8;9;9;8;9;9;7;6;7;8;7;9;8;8;7;9;9;7;8;8;9;6;6;4;2;2;6;6
"1587";3;5;6;5;5;6;7;7;6;3;4;5;6;4;6;6;5;5;4;3;5;7;7;8;7;6;8;7;7;7;8;7;7;8;7;2;2;2;8;6
"1588";1;5;8;5;7;6;5;7;6;4;5;7;8;7;5;4;5;5;4;5;5;8;8;8;6;6;6;9;8;7;10;6;5;6;6;2;1;2;5;6
"1589";3;8;8;5;7;8;10;10;10;8;6;7;6;7;6;3;6;9;5;5;5;5;3;5;6;5;7;7;7;7;9;3;6;5;6;4;2;2;8;6
"1590";1;4;5;5;4;5;3;6;4;8;5;8;8;5;3;6;4;8;5;4;5;7;8;8;2;5;7;7;8;7;9;7;7;8;8;5;1;2;6;6
"1591";3;8;7;9;1;7;5;6;2;6;6;7;7;7;4;4;5;5;6;6;5;6;3;NA;6;5;7;7;7;7;8;5;7;7;6;3;1;2;6;6
"1592";2;8;5;6;1;2;4;5;2;7;6;6;5;5;4;3;4;5;NA;NA;NA;5;6;10;4;3;6;6;6;7;5;3;8;7;6;3;1;3;2;6
"1593";2;8;8;8;8;7;7;7;7;7;8;8;8;8;8;7;8;6;8;8;8;7;8;8;6;7;6;8;8;6;6;9;9;8;7;5;2;2;3;6
"1594";1;6;5;5;6;5;5;4;4;4;5;5;4;5;3;2;4;3;NA;NA;NA;6;7;NA;4;3;5;6;6;6;7;6;NA;5;6;4;1;2;6;6
"1595";2;8;7;8;8;8;7;6;5;5;5;6;6;4;8;8;6;6;5;5;6;7;6;6;7;6;6;6;4;5;5;3;5;8;7;1;1;1;8;6
"1596";2;9;6;6;8;6;6;6;9;8;8;8;8;8;9;6;9;6;9;9;9;5;5;5;7;5;5;5;6;5;8;7;5;10;8;3;1;2;3;6
"1597";1;9;6;6;4;6;6;6;9;8;8;8;8;8;9;6;9;6;9;9;9;5;5;5;7;5;5;5;6;5;8;7;5;10;8;3;1;2;3;6
"1598";2;6;6;5;7;6;6;8;5;6;6;5;5;6;6;5;NA;5;NA;NA;NA;4;4;NA;4;4;4;4;5;5;6;6;7;7;5;3;1;2;NA;6
"1599";2;3;2;7;3;4;3;7;7;5;5;6;6;5;3;1;5;3;5;5;5;8;7;9;3;3;5;4;8;5;4;5;7;4;4;5;1;2;NA;6
"1600";1;4;3;6;5;8;4;5;6;4;3;5;7;8;9;4;3;4;5;6;6;7;5;6;6;5;6;3;3;4;2;3;3;4;4;4;2;2;6;6
"1601";1;5;4;5;5;5;6;4;5;5;4;6;5;4;4;5;4;5;5;4;5;4;3;4;4;5;3;4;4;4;3;5;4;3;4;3;1;5;5;6
"1602";2;5;5;NA;NA;7;7;7;3;5;6;6;5;8;7;4;4;4;NA;NA;NA;7;6;NA;5;4;2;4;5;4;4;5;6;8;7;2;1;3;2;6
"1603";2;3;4;3;4;4;3;2;3;5;5;6;4;5;2;1;3;3;5;4;4;4;3;3;2;1;1;1;3;4;4;5;4;4;4;4;1;2;5;6
"1604";2;6;6;7;4;6;7;7;3;7;7;8;6;7;6;3;6;5;5;6;6;8;3;7;6;7;2;4;4;3;4;2;7;6;6;3;1;2;NA;6
"1605";2;6;6;7;4;6;7;7;3;7;7;8;6;7;6;3;6;5;5;6;6;8;3;7;6;7;2;4;4;3;4;2;7;6;6;3;1;2;NA;6
"1606";1;4;4;6;3;4;5;6;5;5;6;6;6;5;4;4;6;5;5;5;5;7;6;6;6;5;3;2;4;2;2;3;6;6;4;3;1;2;3;6
"1607";2;2;3;4;4;4;2;1;1;3;5;5;6;5;1;2;2;3;4;3;3;3;3;4;2;3;2;2;2;2;3;3;2;3;2;6;1;2;4;6
"1608";2;2;3;4;4;4;5;4;3;4;5;5;4;4;2;2;3;4;3;4;3;3;4;4;2;2;1;3;3;2;2;3;4;4;4;6;2;2;6;6
"1609";2;4;5;4;4;5;3;4;4;6;6;5;5;5;3;4;4;4;4;3;4;5;4;6;2;2;2;4;3;2;3;2;3;5;5;6;2;1;5;6
"1610";2;4;4;4;5;4;4;3;4;4;3;4;3;5;5;3;4;2;3;4;3;4;5;5;2;2;1;2;2;1;3;2;2;2;1;5;2;1;4;6
"1611";2;4;3;4;3;3;2;2;2;2;2;2;2;3;4;4;4;3;2;2;2;1;1;1;2;1;1;1;1;1;1;1;3;2;2;5;1;4;3;6
"1612";3;7;6;6;6;6;6;7;6;5;5;5;5;7;5;4;5;4;6;5;6;6;4;5;5;5;7;7;7;8;8;4;7;8;8;5;1;1;1;6
"1613";3;9;9;9;8;8;8;7;6;8;8;8;7;8;7;1;8;2;9;9;9;6;5;6;8;1;8;9;9;9;9;8;10;4;5;4;2;2;8;6
"1614";3;9;8;6;8;7;9;8;3;6;8;8;6;7;7;5;NA;9;NA;NA;NA;7;8;8;8;NA;7;8;NA;6;8;10;7;5;9;4;2;2;8;6
"1615";2;1;2;3;2;2;2;2;3;2;2;3;3;2;2;3;2;3;3;4;2;2;3;2;2;2;3;3;2;3;1;1;4;2;2;5;2;2;8;6
"1616";2;5;5;4;4;4;5;4;4;5;5;4;4;4;4;7;5;7;5;5;5;5;4;5;7;NA;8;6;6;5;6;5;5;4;5;5;1;1;1;6
"1617";2;3;3;4;3;3;3;3;3;3;3;3;3;1;3;1;1;1;3;3;3;8;8;8;2;2;2;3;3;3;3;3;3;4;2;4;2;2;7;6
"1618";1;7;7;7;6;7;8;8;7;6;5;5;6;7;6;7;6;8;6;6;6;7;8;8;6;7;7;7;6;8;8;8;7;7;8;5;1;1;5;6
"1619";1;5;4;4;4;4;5;5;4;5;4;4;4;4;3;1;1;1;1;1;1;6;7;7;3;1;7;7;7;7;7;7;7;5;5;4;2;4;8;6
"1620";1;8;4;1;3;8;8;8;7;6;8;7;7;8;1;4;6;4;3;8;5;7;8;7;3;6;7;8;8;9;9;7;8;7;7;4;2;2;4;6
"1621";1;6;6;7;6;7;6;7;6;6;5;7;7;8;8;9;7;6;6;6;7;4;5;7;8;7;7;8;7;6;7;8;6;7;6;3;2;4;7;6
"1622";2;7;6;6;6;7;6;7;7;6;6;7;7;7;6;7;7;7;NA;NA;NA;7;6;8;7;6;8;7;7;7;7;8;7;7;8;3;2;2;8;6
"1623";2;8;6;7;5;6;7;7;7;6;7;7;7;8;6;7;8;9;NA;NA;NA;8;6;7;7;5;8;7;8;7;7;7;8;6;6;4;2;2;6;6
"1624";2;9;8;7;7;6;7;6;8;6;7;7;7;6;6;7;8;7;NA;NA;NA;7;7;7;8;6;7;7;8;7;6;7;7;8;8;3;2;4;4;6
"1625";2;7;5;7;6;8;6;7;9;7;8;6;6;8;7;7;6;6;NA;NA;NA;6;7;6;7;5;8;8;6;8;7;7;7;8;7;2;2;2;4;6
"1626";2;7;6;7;8;6;6;6;7;6;6;8;6;6;7;8;8;5;NA;NA;NA;7;8;7;8;7;8;8;7;6;8;7;7;7;7;6;2;2;6;6
"1627";2;8;6;8;5;6;7;8;7;6;7;8;8;7;7;8;8;9;NA;NA;NA;6;7;7;7;6;7;7;8;7;7;7;8;7;8;5;1;4;4;6
"1628";2;6;5;7;8;6;7;6;7;7;6;6;6;6;8;8;9;7;NA;NA;NA;8;7;7;8;7;6;8;7;6;7;7;7;8;8;3;2;2;4;6
"1629";2;6;8;7;5;6;7;8;9;5;8;8;8;9;9;9;9;3;NA;NA;NA;7;7;7;8;7;6;7;6;7;6;9;6;10;7;4;2;2;3;6
"1630";1;9;8;7;8;8;7;7;7;8;8;7;7;7;7;6;7;7;5;6;5;9;9;8;7;6;9;9;9;9;10;9;10;9;9;4;1;2;7;6
"1631";1;6;7;7;7;6;6;7;NA;6;5;5;6;6;7;7;6;8;4;5;4;7;6;6;6;6;5;4;4;7;8;5;9;8;8;3;2;2;8;6
"1632";1;9;8;5;7;6;5;8;8;6;7;7;3;6;6;4;6;6;1;8;5;3;8;6;5;2;5;7;5;7;6;8;8;6;7;4;1;4;4;6
"1633";3;7;7;6;6;6;6;6;8;9;8;7;7;8;5;5;7;5;8;6;9;8;6;7;6;6;4;7;6;7;7;7;7;6;5;3;2;3;6;6
"1634";3;8;7;8;6;6;6;6;8;8;8;7;7;8;5;7;6;5;9;6;6;8;6;5;6;4;6;5;8;7;4;8;9;9;6;6;1;2;6;6
"1635";3;9;8;8;8;9;8;8;8;9;9;8;8;9;9;9;9;9;9;9;8;6;6;8;9;9;9;9;9;9;9;9;9;8;8;4;2;2;5;6
"1636";3;8;7;10;NA;8;7;7;5;8;8;8;6;9;10;9;9;9;NA;NA;NA;8;4;4;7;9;8;8;8;9;9;7;9;8;7;4;1;2;2;6
"1637";3;10;8;6;4;6;8;10;4;6;8;8;8;7;6;1;5;9;7;8;9;9;10;10;7;6;9;9;9;9;9;10;10;9;10;6;2;5;8;6
"1638";3;10;10;9;4;10;4;4;2;8;8;6;8;10;9;9;9;9;NA;NA;NA;1;1;5;8;7;7;6;5;4;8;8;5;9;7;3;1;2;5;6
"1639";1;6;8;4;3;6;10;8;NA;5;7;5;8;6;2;2;6;10;NA;NA;NA;10;10;10;8;5;9;8;7;10;10;10;10;10;10;6;2;2;8;6
"1640";1;NA;3;2;2;1;3;10;10;NA;3;2;5;5;4;7;6;5;7;3;8;5;10;10;9;6;7;4;8;8;10;10;8;9;10;5;1;4;5;6
"1641";3;7;7;8;7;7;7;7;6;7;8;8;7;6;8;7;7;7;NA;NA;NA;6;7;7;7;7;8;8;8;7;8;7;7;8;8;4;1;2;6;6
"1642";1;5;4;6;5;5;8;8;5;4;5;7;6;4;3;2;5;1;5;6;5;7;8;9;2;1;7;7;7;7;7;5;4;6;7;3;1;2;8;6
"1643";3;7;6;7;5;7;5;6;5;6;6;7;7;6;4;4;5;4;5;5;5;6;6;7;6;7;6;6;6;5;8;6;7;7;7;3;1;2;8;6
"1644";2;5;5;4;5;4;7;6;6;4;4;6;5;6;5;6;5;5;5;6;7;6;5;5;6;5;1;2;3;2;4;4;5;5;3;4;1;2;2;6
"1645";2;5;5;4;5;4;7;6;6;4;4;6;5;6;5;6;5;5;5;6;7;6;5;5;6;5;1;2;3;2;4;4;5;5;3;4;1;2;2;6
"1646";3;6;6;6;6;6;5;6;5;6;8;7;8;5;7;3;3;5;NA;NA;NA;8;4;9;5;8;6;10;5;5;9;4;9;8;8;1;1;2;5;6
"1647";2;8;4;4;10;5;7;7;7;3;3;4;7;5;4;4;2;10;3;4;8;10;7;4;6;9;7;7;2;9;9;7;3;3;7;4;1;2;8;6
"1648";3;5;4;5;1;3;4;5;6;5;5;6;5;4;7;7;6;3;5;5;6;7;7;8;5;3;5;5;7;6;5;6;7;7;6;4;2;2;7;6
"1649";3;8;7;7;7;5;5;8;7;7;7;7;6;7;9;7;8;3;9;5;7;7;7;5;6;9;5;7;5;6;6;7;5;7;8;3;1;4;4;6
"1650";1;6;2;2;1;5;8;7;8;8;3;2;4;2;8;7;3;7;4;8;3;5;10;7;6;3;8;9;7;9;9;6;8;7;6;2;1;2;8;6
"1651";2;8;5;2;4;7;9;8;4;5;7;6;4;1;3;3;4;5;NA;NA;NA;8;10;9;4;3;7;8;9;9;9;8;10;9;5;2;1;1;6;6
"1652";1;6;2;2;1;5;5;5;8;2;3;2;4;2;8;7;3;7;4;8;3;4;10;7;5;2;8;8;7;9;10;6;8;7;6;2;1;2;8;6
"1653";3;9;8;8;4;9;5;5;5;8;8;8;7;8;10;9;9;8;NA;NA;NA;4;4;5;8;7;3;3;3;6;3;5;5;8;6;4;1;4;6;6
"1654";2;5;4;3;1;3;7;8;NA;3;5;8;7;NA;7;5;NA;8;NA;NA;NA;5;5;8;6;6;5;5;6;6;6;4;7;8;7;4;2;4;5;6
"1655";3;9;8;7;NA;9;8;9;7;10;10;10;9;10;9;9;8;9;8;9;9;4;4;NA;8;2;6;7;6;6;7;3;9;9;7;3;1;2;8;6
"1656";2;5;6;5;NA;6;4;4;1;4;6;5;6;7;6;5;5;6;NA;NA;NA;5;5;5;6;NA;4;3;3;4;5;1;5;5;5;4;1;2;2;6
"1657";2;5;6;5;NA;6;4;4;4;5;6;5;6;7;6;5;5;6;NA;NA;NA;6;5;5;5;NA;4;2;3;4;6;1;5;5;5;4;1;2;2;6
"1658";2;6;5;5;NA;7;8;8;5;5;5;5;5;5;3;1;NA;1;NA;NA;NA;3;3;NA;5;1;1;1;1;1;1;1;8;9;3;4;1;4;7;6
"1659";3;8;8;5;4;7;6;6;5;7;8;8;7;8;8;5;6;7;5;5;5;9;9;9;6;7;3;5;5;7;5;3;8;9;9;5;1;2;6;6
"1660";2;9;7;7;7;7;5;7;5;8;7;7;7;7;8;9;8;7;NA;NA;NA;7;6;7;6;7;7;7;7;7;7;7;8;8;7;5;1;2;4;6
"1661";2;6;7;7;7;8;5;6;8;7;7;7;8;7;7;6;7;7;NA;NA;NA;8;7;8;6;7;7;7;8;8;7;8;8;8;9;2;2;1;7;6
"1662";2;5;5;6;3;5;3;6;4;8;7;8;8;10;6;6;8;6;8;6;6;7;6;5;6;1;2;2;6;2;1;4;6;6;5;3;2;2;1;6
"1663";3;7;7;6;7;7;6;7;7;7;6;7;6;7;6;7;7;7;7;8;8;7;7;7;8;7;8;7;8;8;9;8;8;7;7;5;2;2;8;6
"1664";3;9;8;10;4;8;10;7;5;8;7;6;8;6;10;10;9;10;NA;NA;NA;9;8;10;8;8;4;3;7;8;7;5;5;9;9;4;1;3;6;6
"1665";1;9;8;7;9;7;8;7;8;7;8;7;9;6;7;5;7;6;9;6;9;6;7;6;7;9;7;6;9;7;6;7;7;9;6;3;2;4;4;6
"1666";2;4;4;5;3;6;8;6;6;6;7;7;6;5;5;1;4;NA;3;5;5;8;7;7;2;8;2;3;7;7;5;4;5;7;8;2;1;1;3;7
"1667";2;4;5;4;2;6;5;4;4;5;6;5;6;6;4;4;5;2;NA;NA;NA;5;5;4;3;1;4;4;4;5;5;5;5;4;4;1;1;1;2;7
"1668";2;6;5;4;5;9;5;4;1;4;10;8;6;2;5;3;4;8;10;1;7;4;8;10;4;6;10;1;6;9;4;1;3;10;3;3;1;2;3;7
"1669";3;6;7;6;1;6;6;5;4;5;6;5;5;6;5;4;5;6;NA;NA;NA;7;6;3;5;5;6;7;5;6;5;5;6;6;7;2;2;4;1;7
"1670";2;6;6;7;7;7;6;6;7;6;6;6;7;7;6;6;6;6;7;7;7;7;8;8;8;5;5;6;5;5;5;6;6;5;7;2;2;1;5;7
"1671";1;6;6;6;8;6;7;7;7;6;5;5;4;5;6;6;8;NA;NA;NA;5;7;7;7;7;9;9;5;6;9;9;7;9;9;4;1;2;1;3;7
"1672";1;7;6;6;6;7;8;8;5;3;7;6;7;7;6;7;6;8;5;6;5;8;7;6;6;6;7;8;7;7;8;6;8;7;7;5;2;2;4;7
"1673";1;7;6;6;6;7;6;6;3;6;7;6;7;7;6;7;6;8;5;6;5;7;7;6;6;5;7;7;7;7;7;6;8;7;7;5;2;2;4;7
"1674";2;7;8;8;5;8;9;6;6;6;9;9;7;9;4;4;4;5;5;5;5;10;5;10;5;5;7;6;7;7;4;8;7;8;8;2;1;2;4;7
"1675";2;1;2;2;4;3;3;2;3;4;4;4;5;5;3;1;2;1;1;3;1;4;4;5;2;1;1;1;1;1;1;2;4;3;NA;6;2;5;2;7
"1676";3;7;6;6;4;7;7;7;4;5;6;7;6;5;6;7;6;6;NA;NA;NA;8;9;6;7;7;8;NA;6;8;8;6;8;8;8;2;2;1;5;7
"1677";2;5;4;5;3;7;6;5;6;6;5;6;4;7;3;4;4;3;NA;NA;NA;6;5;5;3;4;4;5;6;5;5;6;6;4;4;2;1;2;NA;7
"1678";1;4;4;4;5;4;5;5;5;4;4;5;5;5;4;7;7;7;NA;NA;NA;8;8;8;6;6;7;7;6;7;8;7;7;6;7;1;2;1;2;7
"1679";3;10;6;9;3;5;7;8;5;7;9;7;10;8;6;3;5;5;7;10;8;5;9;6;6;4;5;9;10;6;7;8;9;8;7;1;1;1;3;7
"1680";3;7;6;6;4;5;7;7;6;6;5;6;6;6;6;7;6;6;NA;NA;NA;5;4;5;6;6;5;6;7;5;7;6;9;8;6;1;2;1;2;7
"1681";2;7;7;5;5;5;4;5;3;5;5;5;5;5;5;5;5;5;5;2;2;2;8;6;1;1;1;5;1;5;8;5;2;1;7;2;2;1;6;7
"1682";1;6;7;5;6;7;5;7;6;8;9;8;7;6;NA;3;4;5;6;7;6;7;7;7;7;8;8;8;9;8;7;6;7;8;9;4;2;2;4;7
"1683";1;7;7;7;3;6;6;7;2;6;8;8;8;7;6;7;8;6;NA;NA;NA;6;7;5;8;10;8;7;8;8;7;7;8;8;7;3;1;2;5;7
"1684";1;9;8;9;8;9;7;8;7;8;9;8;9;9;6;5;9;4;7;8;9;7;8;7;6;6;7;7;6;8;7;8;7;8;7;5;1;2;8;7
"1685";1;9;8;9;8;9;3;4;3;7;9;8;9;9;6;5;9;4;7;8;9;8;8;7;6;5;7;8;6;8;8;8;7;8;7;5;1;2;8;7
"1686";1;8;7;9;7;8;8;7;8;8;7;8;9;7;7;7;8;9;7;8;9;8;7;8;7;6;7;7;8;7;7;8;7;7;8;4;2;2;4;7
"1687";1;8;7;9;7;8;10;10;10;5;7;8;9;7;7;7;8;9;7;8;9;9;7;8;7;6;7;6;8;7;8;8;7;7;8;4;2;2;4;7
"1688";3;5;6;7;8;9;3;4;5;7;8;5;4;3;5;6;7;6;5;4;4;5;6;7;8;8;8;9;8;9;8;9;8;9;7;6;1;1;6;7
"1689";2;5;6;5;6;7;7;7;7;8;9;8;8;7;6;5;4;5;6;6;7;7;7;8;5;6;7;8;7;8;7;8;9;7;7;4;1;3;4;7
"1690";2;5;5;4;5;5;5;6;5;4;4;3;5;5;5;4;5;5;4;3;3;6;5;5;4;4;5;5;5;5;5;6;5;7;6;1;2;1;4;7
"1691";1;8;3;4;1;3;5;6;2;4;6;5;6;7;6;3;5;6;1;2;3;3;3;6;5;5;8;8;8;6;6;6;8;5;5;2;2;1;3;7
"1692";2;8;3;6;4;9;4;6;10;1;9;8;2;1;2;9;3;9;3;9;9;5;2;6;6;4;10;6;4;9;7;1;1;9;8;4;1;2;5;7
